This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP/BE portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  OP/BE is operating profitability at the last fiscal year end of the prior calendar
year divided by BE as of 6 months before formation.  Firms with negative
OP are included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
20160126   ,0.32   ,0.45   ,0.50   ,0.96   ,0.88   ,0.92
20160127   ,0.04   ,0.32   ,0.12  ,-0.01  ,-0.07  ,-0.50
20160128   ,0.02   ,0.26   ,0.09  ,-0.08  ,-0.05   ,0.26
20160129   ,1.29   ,1.39   ,1.26   ,2.02   ,2.02   ,1.92
20160201   ,0.38   ,0.72   ,1.06  ,-0.02   ,0.31   ,0.64
20160202  ,-1.17  ,-1.08  ,-1.06  ,-2.21  ,-1.63  ,-1.61
20160203   ,0.28   ,0.30   ,0.07  ,-0.19   ,0.39   ,0.34
20160204   ,0.36   ,0.38   ,0.07   ,0.94   ,0.38   ,0.27
20160205  ,-1.68  ,-1.32  ,-1.80  ,-1.75  ,-1.51  ,-1.68
20160208  ,-1.03  ,-0.85  ,-1.05  ,-2.45  ,-1.45  ,-1.22
20160209  ,-1.60  ,-1.65  ,-1.79  ,-1.18  ,-0.96  ,-0.51
20160210  ,-0.08   ,0.04   ,0.08   ,0.70   ,0.22   ,0.05
20160211  ,-0.73  ,-0.72  ,-0.77  ,-2.24  ,-1.34  ,-1.05
20160212  ,-0.50  ,-0.75  ,-1.28   ,1.86   ,0.94   ,0.73
20160215   ,1.47   ,1.78   ,1.85   ,1.56   ,1.32   ,1.21
20160216   ,0.85   ,0.68   ,0.82   ,0.97   ,0.93   ,1.07
20160217   ,1.22   ,1.12   ,1.39   ,1.83   ,1.64   ,1.51
20160218   ,0.68   ,1.05   ,1.13  ,-0.18   ,0.03   ,0.14
20160219   ,0.05  ,-0.35  ,-0.03  ,-0.29  ,-0.21  ,-0.18
20160222   ,0.71   ,0.60   ,1.08   ,1.29   ,1.08   ,1.10
20160223  ,-0.65  ,-0.51  ,-0.40  ,-1.27  ,-1.09  ,-1.03
20160224   ,0.11   ,0.04  ,-0.12  ,-0.62  ,-0.45  ,-0.26
20160225   ,0.71   ,0.89   ,0.86   ,1.63   ,1.10   ,1.26
20160226   ,0.31   ,0.05  ,-0.15   ,0.58   ,0.09  ,-0.21
20160229   ,0.08   ,0.34   ,0.48  ,-0.34  ,-0.45  ,-0.34
20160301   ,0.89   ,0.81   ,0.82   ,1.77   ,1.64   ,1.91
20160302   ,1.54   ,1.16   ,1.20   ,1.56   ,0.97   ,0.55
20160303   ,1.00   ,1.01   ,0.83   ,0.90   ,0.69   ,0.44
20160304   ,0.94   ,1.15   ,1.15   ,0.70   ,0.68   ,0.56
20160307   ,0.90   ,0.57   ,0.23  ,-0.12   ,0.18  ,-0.01
20160308  ,-1.52  ,-1.23  ,-1.17  ,-1.35  ,-1.15  ,-0.78
20160309  ,-0.20  ,-0.20   ,0.03   ,0.13   ,0.36   ,0.36
20160310   ,0.24   ,0.38   ,0.44   ,0.27   ,0.04  ,-0.02
20160311   ,1.30   ,1.16   ,1.14   ,2.32   ,1.61   ,1.46
20160314   ,0.39   ,0.23   ,0.36   ,0.19   ,0.06   ,0.15
20160315  ,-0.91  ,-0.53  ,-0.60  ,-0.76  ,-0.60  ,-0.36
20160316   ,0.66   ,0.93   ,1.21   ,0.33   ,0.79   ,0.89
20160317   ,1.23   ,1.50   ,1.24   ,0.81   ,0.91   ,0.68
20160318   ,0.36   ,0.19   ,0.22   ,0.31   ,0.15   ,0.05
20160321  ,-0.16  ,-0.42  ,-0.40  ,-0.16  ,-0.19  ,-0.01
20160322   ,0.26   ,0.13   ,0.16   ,0.00   ,0.07   ,0.04
20160323  ,-1.27  ,-0.86  ,-0.81  ,-1.04  ,-0.64  ,-0.52
20160324  ,-0.22  ,-0.29   ,0.00  ,-0.88  ,-0.59  ,-0.30
20160325  ,-0.12  ,-0.08  ,-0.19   ,0.05   ,0.06  ,-0.03
20160328   ,0.34   ,0.42   ,0.33   ,0.29   ,0.25   ,0.22
20160329   ,1.53   ,1.46   ,1.54   ,0.75   ,1.05   ,1.11
20160330   ,0.46   ,0.60   ,0.68   ,0.61   ,0.73   ,0.72
20160331   ,0.05  ,-0.15  ,-0.08  ,-0.31  ,-0.32  ,-0.31
20160401  ,-0.44  ,-0.58  ,-0.72  ,-0.27  ,-0.44  ,-0.11
20160404   ,0.02  ,-0.34  ,-0.28  ,-0.34  ,-0.10  ,-0.18
20160405  ,-1.17  ,-1.29  ,-1.31  ,-1.70  ,-1.34  ,-1.05
20160406   ,0.84   ,0.57   ,0.63   ,0.87   ,1.03   ,0.92
20160407  ,-0.22  ,-0.32  ,-0.29  ,-1.05  ,-0.85  ,-0.73
20160408   ,0.80   ,0.89   ,0.86   ,0.93   ,0.83   ,0.64
20160411   ,0.32   ,0.33   ,0.29   ,0.24  ,-0.14  ,-0.10
20160412   ,0.56   ,0.59   ,0.51   ,0.94   ,0.96   ,0.74
20160413   ,1.03   ,1.01   ,0.83   ,2.00   ,1.25   ,0.89
20160414   ,0.53   ,0.43   ,0.35   ,0.59   ,0.48   ,0.30
20160415   ,0.18   ,0.03   ,0.20  ,-0.17  ,-0.12   ,0.05
20160418   ,0.16   ,0.04  ,-0.18   ,0.07   ,0.30   ,0.21
20160419   ,1.04   ,1.15   ,1.06   ,1.29   ,1.29   ,0.85
20160420  ,-0.11  ,-0.31  ,-0.29   ,0.51  ,-0.01  ,-0.25
20160421   ,0.32   ,0.01   ,0.01   ,0.19  ,-0.11  ,-0.34
20160422  ,-0.04  ,-0.31  ,-0.49  ,-0.04  ,-0.22  ,-0.51
20160425  ,-0.28  ,-0.18  ,-0.11  ,-0.56  ,-0.17  ,-0.12
20160426   ,0.19   ,0.40   ,0.03   ,0.51   ,0.18   ,0.11
20160427   ,0.25   ,0.32   ,0.26   ,0.21   ,0.25  ,-0.08
20160428   ,0.07   ,0.20   ,0.30  ,-0.31  ,-0.35  ,-0.53
20160429   ,0.30   ,0.23   ,0.21  ,-0.47  ,-0.51  ,-0.29
20160502  ,-0.18  ,-0.11   ,0.03   ,0.18   ,0.20   ,0.57
20160503  ,-1.35  ,-1.11  ,-1.09  ,-1.72  ,-1.17  ,-0.92
20160504  ,-0.87  ,-0.50  ,-0.46  ,-1.03  ,-0.79  ,-0.80
20160505  ,-0.38  ,-0.34  ,-0.22  ,-0.32  ,-0.05  ,-0.18
20160506   ,0.13   ,0.25   ,0.09  ,-0.01   ,0.00   ,0.18
20160509  ,-0.22  ,-0.28   ,0.09  ,-0.27   ,0.00   ,0.22
20160510   ,0.63   ,0.76   ,0.47   ,1.26   ,1.05   ,1.17
20160511   ,0.15   ,0.21   ,0.12  ,-0.34  ,-0.37  ,-0.50
20160512  ,-0.64  ,-0.33  ,-0.40  ,-0.49  ,-0.30  ,-0.21
20160513  ,-0.43  ,-0.61  ,-0.58  ,-0.63  ,-0.64  ,-0.77
20160516   ,0.45   ,0.23  ,-0.09   ,0.50   ,0.69   ,0.70
20160517  ,-0.07   ,0.02   ,0.17   ,0.03  ,-0.33  ,-0.60
20160518  ,-0.38  ,-0.61  ,-0.80   ,0.57  ,-0.27  ,-0.44
20160519  ,-0.44  ,-0.42  ,-0.12  ,-0.53  ,-0.56  ,-0.53
20160520   ,0.95   ,0.81   ,0.94   ,0.90   ,0.89   ,0.68
20160523   ,0.47   ,0.30   ,0.40  ,-0.16  ,-0.20  ,-0.15
20160524   ,0.32   ,0.33   ,0.28   ,1.13   ,0.89   ,1.06
20160525   ,0.68   ,0.70   ,0.74   ,1.15   ,0.98   ,0.78
20160526   ,0.19   ,0.27   ,0.31   ,0.07   ,0.30   ,0.22
20160527   ,0.12  ,-0.04   ,0.16   ,0.15   ,0.12   ,0.18
20160530   ,0.11   ,0.21   ,0.33   ,0.16   ,0.15   ,0.14
20160531   ,0.62   ,0.43   ,0.50  ,-0.18  ,-0.11  ,-0.08
20160601   ,0.33   ,0.22   ,0.13  ,-0.04   ,0.01  ,-0.06
20160602  ,-0.01  ,-0.10  ,-0.10  ,-0.07   ,0.01   ,0.02
20160603   ,1.07   ,1.25   ,1.30   ,0.06   ,0.52   ,0.55
20160606   ,0.29   ,0.14   ,0.10   ,0.40   ,0.44   ,0.37
20160607   ,0.40   ,0.64   ,0.69   ,0.43   ,0.63   ,0.47
20160608   ,0.64   ,0.62   ,0.55   ,0.24   ,0.30   ,0.21
20160609  ,-0.59  ,-0.64  ,-0.51  ,-0.94  ,-0.73  ,-0.55
20160610  ,-1.37  ,-1.36  ,-1.52  ,-1.93  ,-1.47  ,-1.31
20160613  ,-1.44  ,-1.59  ,-1.60  ,-1.38  ,-1.08  ,-1.23
20160614  ,-1.22  ,-1.12  ,-1.51  ,-1.16  ,-0.96  ,-0.80
20160615   ,0.40   ,0.27   ,0.50   ,0.49   ,0.26   ,0.20
20160616  ,-0.94  ,-1.04  ,-1.16  ,-0.47  ,-0.32  ,-0.06
20160617   ,0.44   ,0.86   ,0.92   ,0.82   ,0.43   ,0.21
20160620   ,1.73   ,2.19   ,2.24   ,2.01   ,1.69   ,1.58
20160621  ,-0.22  ,-0.19  ,-0.30   ,0.25   ,0.22   ,0.16
20160622  ,-0.21  ,-0.07  ,-0.16   ,0.08   ,0.08   ,0.09
20160623   ,1.16   ,1.09   ,1.00   ,1.84   ,1.41   ,1.24
20160624  ,-4.14  ,-4.72  ,-4.50  ,-6.81  ,-4.91  ,-4.45
20160627  ,-2.01  ,-2.30  ,-2.30  ,-3.29  ,-2.20  ,-1.74
20160628   ,1.25   ,1.16   ,1.22   ,1.99   ,1.73   ,1.63
20160629   ,1.79   ,1.77   ,2.04   ,2.42   ,2.15   ,1.97
20160630   ,0.86   ,0.81   ,0.75   ,1.09   ,0.96   ,1.16
20160701   ,1.05   ,0.98   ,1.16   ,0.72   ,0.50   ,0.63
20160704   ,0.27   ,0.12   ,0.18  ,-0.02   ,0.07   ,0.07
20160705  ,-1.50  ,-1.45  ,-1.45  ,-1.65  ,-1.13  ,-0.88
20160706  ,-0.13  ,-0.33  ,-0.26  ,-0.50  ,-0.06  ,-0.03
20160707   ,0.19   ,0.17   ,0.26   ,0.28  ,-0.03   ,0.19
20160708   ,1.12   ,1.01   ,0.97   ,1.29   ,1.15   ,1.05
20160711   ,1.04   ,1.17   ,1.25   ,1.01   ,0.82   ,0.71
20160712   ,1.16   ,1.04   ,1.13   ,1.72   ,0.76   ,0.64
20160713   ,0.02   ,0.26   ,0.28  ,-0.08   ,0.29   ,0.04
20160714   ,0.33   ,0.40   ,0.33   ,1.03   ,0.56   ,0.50
20160715  ,-0.02  ,-0.26  ,-0.45  ,-0.17  ,-0.24  ,-0.18
20160718   ,0.05   ,0.13   ,0.24   ,0.17   ,0.25   ,0.15
20160719  ,-0.44  ,-0.21  ,-0.24  ,-0.44  ,-0.28  ,-0.19
20160720   ,0.33   ,0.39   ,0.52   ,0.38   ,0.63   ,0.47
20160721   ,0.33   ,0.31   ,0.13   ,0.01   ,0.01  ,-0.24
20160722  ,-0.15  ,-0.32  ,-0.27  ,-0.24   ,0.17   ,0.04
20160725  ,-0.15   ,0.16   ,0.32  ,-0.41  ,-0.08   ,0.08
20160726   ,0.44   ,0.32   ,0.14   ,0.19   ,0.09   ,0.12
20160727   ,0.75   ,0.68   ,0.54   ,0.52   ,0.18   ,0.27
20160728  ,-0.38  ,-0.26  ,-0.18  ,-0.53  ,-0.11  ,-0.05
20160729   ,1.34   ,1.22   ,1.47   ,1.37   ,0.80   ,0.75
20160801  ,-0.49  ,-0.44  ,-0.41  ,-0.67  ,-0.33  ,-0.01
20160802  ,-0.41  ,-0.35  ,-0.21  ,-0.76  ,-0.42  ,-0.62
20160803  ,-0.16  ,-0.56  ,-0.74   ,0.07  ,-0.28  ,-0.40
20160804   ,0.41   ,0.27   ,0.21   ,0.50   ,0.25   ,0.16
20160805   ,0.50   ,0.36   ,0.20   ,0.54   ,0.68   ,0.51
20160808   ,0.42   ,0.35   ,0.24   ,0.59   ,0.19  ,-0.06
20160809   ,0.52   ,0.57   ,0.57   ,0.69   ,0.52   ,0.49
20160810  ,-0.03   ,0.03   ,0.33  ,-0.15  ,-0.02   ,0.13
20160811   ,0.27   ,0.15   ,0.10   ,0.43   ,0.40   ,0.38
20160812   ,0.44   ,0.47   ,0.75   ,0.17   ,0.11   ,0.09
20160815   ,0.54   ,0.41   ,0.39   ,0.26   ,0.19   ,0.30
20160816  ,-0.17  ,-0.06  ,-0.07  ,-0.13  ,-0.35  ,-0.45
20160817  ,-0.29  ,-0.30  ,-0.33  ,-0.14   ,0.06  ,-0.05
20160818   ,0.69   ,0.62   ,0.59   ,0.62   ,0.37   ,0.19
20160819  ,-0.34  ,-0.16  ,-0.23  ,-0.55  ,-0.31  ,-0.29
20160822   ,0.13   ,0.22   ,0.18  ,-0.11   ,0.00   ,0.09
20160823   ,0.31   ,0.36   ,0.34   ,0.58   ,0.25   ,0.31
20160824  ,-0.59  ,-0.10  ,-0.11  ,-0.43  ,-0.26  ,-0.38
20160825  ,-0.10  ,-0.11  ,-0.37  ,-0.22  ,-0.21  ,-0.34
20160826  ,-0.40  ,-0.70  ,-0.72  ,-0.30  ,-0.51  ,-0.49
20160829   ,0.41   ,0.33   ,0.20   ,0.37   ,0.48   ,0.31
20160830  ,-0.31  ,-0.39  ,-0.34  ,-0.03  ,-0.17  ,-0.41
20160831  ,-0.12  ,-0.03   ,0.02  ,-0.03  ,-0.20  ,-0.18
20160901   ,0.44   ,0.44   ,0.41   ,0.28   ,0.17   ,0.28
20160902   ,0.43   ,0.34   ,0.21   ,0.88   ,0.61   ,0.62
20160905   ,0.36   ,0.43   ,0.50   ,0.27   ,0.18   ,0.16
20160906   ,1.22   ,1.06   ,1.20   ,0.52   ,0.61   ,0.59
20160907   ,0.42   ,0.37   ,0.38   ,0.17   ,0.04   ,0.06
20160908   ,0.08  ,-0.18  ,-0.37   ,0.28  ,-0.30  ,-0.58
20160909  ,-1.69  ,-1.44  ,-1.58  ,-1.41  ,-1.88  ,-2.05
20160912   ,0.12  ,-0.10  ,-0.16   ,0.00   ,0.49   ,0.65
20160913  ,-1.34  ,-1.04  ,-0.93  ,-1.74  ,-1.32  ,-1.03
20160914   ,0.05  ,-0.17  ,-0.07  ,-0.25  ,-0.08   ,0.16
20160915   ,0.55   ,0.49   ,0.59   ,0.69   ,0.66   ,0.82
20160916  ,-0.15  ,-0.21  ,-0.03  ,-0.89  ,-0.67  ,-0.39
20160919   ,0.52   ,0.42   ,0.56   ,0.61   ,0.50   ,0.21
20160920  ,-0.04  ,-0.07  ,-0.35  ,-0.15   ,0.07   ,0.17
20160921   ,1.78   ,1.48   ,1.43   ,1.85   ,1.27   ,1.01
20160922   ,0.82   ,0.79   ,0.75   ,0.80   ,0.83   ,0.82
20160923  ,-0.37  ,-0.23  ,-0.18  ,-0.80  ,-0.56  ,-0.41
20160926  ,-0.65  ,-0.60  ,-0.57  ,-1.12  ,-0.84  ,-0.77
20160927   ,0.21   ,0.19   ,0.31   ,0.06   ,0.42   ,0.54
20160928   ,0.69   ,0.60   ,0.51   ,0.80   ,0.52   ,0.25
20160929  ,-0.36  ,-0.27  ,-0.21  ,-0.11  ,-0.45  ,-0.60
20160930   ,0.13   ,0.07  ,-0.07   ,0.34   ,0.25   ,0.37
20161003   ,0.06   ,0.01   ,0.31  ,-0.06  ,-0.13  ,-0.10
20161004  ,-0.45  ,-0.30  ,-0.23  ,-0.08  ,-0.26  ,-0.27
20161005   ,0.55   ,0.42   ,0.04   ,0.73   ,0.29   ,0.00
20161006  ,-0.44  ,-0.24  ,-0.47  ,-0.27  ,-0.21  ,-0.35
20161007  ,-0.28  ,-0.39  ,-0.54  ,-0.10  ,-0.31  ,-0.50
20161010   ,0.41   ,0.05   ,0.01   ,0.33   ,0.39   ,0.28
20161011  ,-1.06  ,-0.90  ,-0.72  ,-1.27  ,-1.06  ,-1.01
20161012  ,-0.66  ,-0.40  ,-0.42  ,-0.36  ,-0.37  ,-0.18
20161013  ,-0.30  ,-0.19  ,-0.13  ,-0.54  ,-0.22  ,-0.13
20161014  ,-0.19   ,0.00   ,0.00   ,0.22   ,0.18   ,0.11
20161017  ,-0.05   ,0.01  ,-0.15  ,-0.21  ,-0.25  ,-0.27
20161018   ,0.66   ,0.58   ,0.79   ,1.12   ,0.79   ,0.48
20161019   ,0.45   ,0.54   ,0.55   ,0.67   ,0.26   ,0.13
20161020  ,-0.01  ,-0.34  ,-0.26   ,0.13  ,-0.14  ,-0.25
20161021  ,-0.18  ,-0.24  ,-0.22  ,-0.05  ,-0.20  ,-0.15
20161024   ,0.12   ,0.25   ,0.23   ,0.23   ,0.33   ,0.32
20161025  ,-0.41  ,-0.33  ,-0.25  ,-0.22  ,-0.23  ,-0.28
20161026  ,-0.62  ,-0.28  ,-0.38  ,-0.05  ,-0.19  ,-0.26
20161027  ,-0.80  ,-0.72  ,-0.95  ,-0.16  ,-0.32  ,-0.37
20161028   ,0.18   ,0.47   ,0.44   ,0.36   ,0.14  ,-0.31
20161031  ,-0.27   ,0.04   ,0.06  ,-0.36  ,-0.03  ,-0.03
20161101   ,0.01  ,-0.15  ,-0.17  ,-0.06  ,-0.34  ,-0.46
20161102  ,-1.09  ,-0.79  ,-0.80  ,-1.20  ,-0.79  ,-0.52
20161103  ,-0.19   ,0.18   ,0.03   ,0.15  ,-0.21  ,-0.36
20161104  ,-0.15  ,-0.34  ,-0.39  ,-0.50  ,-0.48  ,-0.46
20161107   ,0.91   ,0.62   ,0.67   ,1.26   ,1.51   ,1.45
20161108   ,0.00  ,-0.12  ,-0.02   ,0.25   ,0.28   ,0.30
20161109   ,0.00  ,-0.52  ,-0.94   ,0.61  ,-0.12   ,0.03
20161110   ,1.91   ,1.83   ,1.80   ,1.59   ,0.56   ,0.00
20161111   ,0.55   ,0.36  ,-0.15  ,-0.43  ,-0.31  ,-0.16
20161114   ,0.16   ,0.22  ,-0.10   ,0.27  ,-0.32  ,-0.46
20161115   ,0.24   ,0.03  ,-0.07   ,0.69   ,0.61   ,0.38
20161116   ,0.08   ,0.28   ,0.40  ,-0.41  ,-0.17   ,0.11
20161117  ,-0.01  ,-0.11  ,-0.07   ,0.19   ,0.29   ,0.28
20161118   ,0.11   ,0.17   ,0.20  ,-0.41  ,-0.36  ,-0.29
20161121   ,0.61   ,0.42   ,0.52   ,0.91   ,0.71   ,0.75
20161122   ,0.35   ,0.70   ,0.72   ,0.20   ,0.10   ,0.37
20161123  ,-0.10  ,-0.34  ,-0.25  ,-0.12  ,-0.34  ,-0.13
20161124  ,-0.04   ,0.03   ,0.11  ,-0.05   ,0.19   ,0.13
20161125   ,0.25   ,0.36   ,0.39   ,0.09   ,0.52   ,0.60
20161128  ,-0.32  ,-0.11   ,0.01  ,-0.72  ,-0.19  ,-0.28
20161129  ,-0.29  ,-0.10  ,-0.13  ,-0.05   ,0.23   ,0.21
20161130  ,-0.25  ,-0.47  ,-0.69   ,0.84  ,-0.42  ,-0.86
20161201   ,0.09   ,0.39   ,0.35   ,0.56  ,-0.10  ,-0.32
20161202   ,0.20  ,-0.10  ,-0.24  ,-0.06  ,-0.01  ,-0.02
20161205   ,0.85   ,0.82   ,0.54   ,0.75   ,0.73   ,0.40
20161206   ,0.62   ,0.50   ,0.41   ,0.98   ,0.30   ,0.28
20161207   ,0.68   ,0.91   ,1.01   ,1.30   ,1.22   ,1.16
20161208   ,0.69   ,0.68   ,0.62   ,0.50   ,0.28   ,0.13
20161209  ,-0.06   ,0.00  ,-0.29  ,-0.04   ,0.40   ,0.48
20161212  ,-0.32  ,-0.13   ,0.00  ,-0.11   ,0.12   ,0.06
20161213   ,0.17   ,0.20   ,0.21   ,0.49   ,0.71   ,0.80
20161214  ,-1.36  ,-1.22  ,-1.07  ,-1.27  ,-1.03  ,-0.91
20161215  ,-0.23  ,-0.26  ,-0.23  ,-0.10   ,0.06  ,-0.05
20161216   ,0.23   ,0.14   ,0.22   ,0.12   ,0.03   ,0.09
20161219   ,0.01   ,0.07   ,0.11  ,-0.36   ,0.11   ,0.15
20161220   ,0.30   ,0.32   ,0.25   ,0.32   ,0.26   ,0.32
20161221  ,-0.23  ,-0.08   ,0.04  ,-0.06  ,-0.09  ,-0.15
20161222  ,-0.39  ,-0.38  ,-0.40  ,-0.22  ,-0.08  ,-0.24
20161223   ,0.45   ,0.29   ,0.19   ,0.16   ,0.12   ,0.14
20161226   ,0.01   ,0.05   ,0.11  ,-0.02  ,-0.02  ,-0.01
20161227   ,0.10   ,0.22   ,0.23   ,0.07   ,0.11   ,0.18
20161228  ,-0.05  ,-0.01   ,0.07  ,-0.44  ,-0.50  ,-0.44
20161229   ,0.22   ,0.23   ,0.25  ,-0.03   ,0.10   ,0.16
20161230  ,-0.02   ,0.02   ,0.07   ,0.00  ,-0.19  ,-0.35
20170102  ,-0.05  ,-0.09  ,-0.10  ,-0.08  ,-0.05  ,-0.06
20170103   ,0.44   ,0.22   ,0.37   ,0.91   ,0.50   ,0.42
20170104   ,1.62   ,1.42   ,1.39   ,1.36   ,0.85   ,0.85
20170105   ,0.60   ,0.37   ,0.64   ,0.55   ,0.45   ,0.53
20170106  ,-0.62  ,-0.80  ,-0.80  ,-0.24  ,-0.21  ,-0.14
20170109  ,-0.17  ,-0.11  ,-0.03  ,-0.43  ,-0.08   ,0.10
20170110   ,0.48   ,0.41   ,0.28   ,0.19  ,-0.02   ,0.05
20170111   ,0.32   ,0.48   ,0.53   ,0.48   ,0.61   ,0.25
20170112  ,-0.40  ,-0.39  ,-0.32  ,-0.40  ,-0.26  ,-0.16
20170113   ,0.68   ,0.64   ,0.61   ,0.78   ,0.51   ,0.38
20170116  ,-0.39  ,-0.35  ,-0.41  ,-0.70  ,-0.30  ,-0.26
20170117  ,-0.20   ,0.05   ,0.15  ,-0.01  ,-0.06   ,0.21
20170118  ,-0.53  ,-0.54  ,-0.57  ,-0.38  ,-0.18  ,-0.28
20170119   ,0.00   ,0.00   ,0.04   ,0.00  ,-0.13   ,0.04
20170120   ,0.42   ,0.39   ,0.27   ,0.22   ,0.41   ,0.35
20170123   ,0.18   ,0.34   ,0.34  ,-0.20  ,-0.07  ,-0.01
20170124   ,0.54   ,0.46   ,0.32   ,0.56   ,0.40   ,0.20
20170125   ,1.02   ,1.16   ,0.97   ,1.27   ,1.00   ,0.89
20170126  ,-0.41  ,-0.42  ,-0.59  ,-0.19  ,-0.16  ,-0.23
20170127  ,-0.09  ,-0.23  ,-0.09  ,-0.32   ,0.02   ,0.01
20170130  ,-0.73  ,-0.43  ,-0.31  ,-0.94  ,-0.55  ,-0.40
20170131   ,0.60   ,0.50   ,0.25   ,0.17   ,0.09  ,-0.14
20170201   ,0.33   ,0.22   ,0.35   ,0.22   ,0.01   ,0.30
20170202  ,-0.15  ,-0.31  ,-0.23  ,-0.07  ,-0.16  ,-0.08
20170203   ,0.93   ,0.66   ,0.56   ,0.96   ,0.63   ,0.41
20170206  ,-0.19  ,-0.24  ,-0.28  ,-0.32  ,-0.29  ,-0.18
20170207  ,-0.42  ,-0.41  ,-0.48  ,-0.61  ,-0.16   ,0.09
20170208   ,0.16   ,0.25   ,0.42   ,0.01   ,0.29   ,0.38
20170209   ,0.16   ,0.14  ,-0.02   ,0.37   ,0.22   ,0.28
20170210   ,0.81   ,0.89   ,0.75   ,0.51   ,0.54   ,0.48
20170213   ,0.37   ,0.26   ,0.34   ,0.55   ,0.44   ,0.37
20170214   ,0.22   ,0.05  ,-0.10   ,0.19  ,-0.02   ,0.05
20170215   ,0.61   ,0.59   ,0.54   ,0.60   ,0.59   ,0.60
20170216   ,0.09   ,0.19   ,0.18  ,-0.11   ,0.21   ,0.15
20170217  ,-0.24  ,-0.26  ,-0.12  ,-0.50  ,-0.08   ,0.20
20170220   ,0.09   ,0.04   ,0.20   ,0.07   ,0.01   ,0.06
20170221   ,0.12   ,0.16   ,0.12   ,0.19   ,0.33   ,0.37
20170222  ,-0.26  ,-0.03  ,-0.02  ,-0.23   ,0.13   ,0.08
20170223  ,-0.07   ,0.03  ,-0.07   ,0.00   ,0.17   ,0.05
20170224  ,-0.47  ,-0.33  ,-0.42  ,-0.76  ,-0.26   ,0.03
20170227   ,0.09  ,-0.05   ,0.13  ,-0.05  ,-0.09  ,-0.03
20170228  ,-0.59  ,-0.39  ,-0.36  ,-0.15  ,-0.27  ,-0.24
20170301   ,0.95   ,0.84   ,0.64   ,1.54   ,1.18   ,0.97
20170302  ,-0.82  ,-0.50  ,-0.35  ,-0.63  ,-0.45  ,-0.27
20170303   ,0.23   ,0.08   ,0.18   ,0.50   ,0.19   ,0.16
20170306  ,-0.48  ,-0.38  ,-0.30  ,-0.55  ,-0.31  ,-0.34
20170307  ,-0.34  ,-0.22  ,-0.22  ,-0.36  ,-0.23  ,-0.23
20170308  ,-0.47  ,-0.40  ,-0.30  ,-0.39  ,-0.31  ,-0.15
20170309  ,-0.23  ,-0.19  ,-0.30   ,0.12   ,0.16   ,0.04
20170310   ,0.62   ,0.82   ,0.76   ,0.77   ,0.60   ,0.60
20170313   ,0.31   ,0.19   ,0.31   ,0.11   ,0.22   ,0.14
20170314  ,-0.67  ,-0.36  ,-0.28  ,-0.78  ,-0.38  ,-0.28
20170315   ,1.29   ,1.17   ,1.08   ,1.22   ,1.03   ,0.97
20170316   ,0.57   ,0.62   ,0.66   ,0.47   ,0.28   ,0.22
20170317   ,0.24   ,0.38   ,0.27  ,-0.22  ,-0.03   ,0.03
20170320   ,0.09  ,-0.13  ,-0.03  ,-0.26  ,-0.20  ,-0.02
20170321  ,-1.16  ,-0.61  ,-0.44  ,-0.84  ,-0.74  ,-0.68
20170322  ,-0.64  ,-0.64  ,-0.63  ,-0.46  ,-0.19  ,-0.11
20170323   ,0.39   ,0.54   ,0.43   ,0.27   ,0.12   ,0.12
20170324   ,0.25   ,0.25   ,0.10   ,0.06   ,0.10   ,0.06
20170327   ,0.04  ,-0.11  ,-0.15  ,-0.21  ,-0.01   ,0.05
20170328   ,0.50   ,0.59   ,0.53   ,0.74   ,0.47   ,0.52
20170329   ,0.43   ,0.34   ,0.42   ,0.40   ,0.19   ,0.20
20170330  ,-0.24  ,-0.21  ,-0.33  ,-0.03  ,-0.08  ,-0.11
20170331  ,-0.06   ,0.09   ,0.25  ,-0.19  ,-0.20  ,-0.07
20170403  ,-0.31  ,-0.35  ,-0.21  ,-0.32  ,-0.09  ,-0.13
20170404  ,-0.34  ,-0.24  ,-0.39   ,0.07  ,-0.02   ,0.03
20170405  ,-0.52  ,-0.20  ,-0.09  ,-0.23  ,-0.26  ,-0.14
20170406  ,-0.10  ,-0.16  ,-0.33   ,0.10  ,-0.05  ,-0.06
20170407  ,-0.04  ,-0.04  ,-0.04  ,-0.13  ,-0.15   ,0.00
20170410   ,0.30   ,0.46   ,0.46   ,0.28   ,0.20   ,0.18
20170411   ,0.38   ,0.41   ,0.25   ,0.05   ,0.07   ,0.10
20170412  ,-0.41  ,-0.30  ,-0.32  ,-0.32  ,-0.05  ,-0.04
20170413  ,-0.72  ,-0.75  ,-0.50  ,-0.96  ,-0.71  ,-0.59
20170414  ,-0.07  ,-0.08  ,-0.11   ,0.02   ,0.01  ,-0.02
20170417   ,0.49   ,0.57   ,0.58   ,0.54   ,0.61   ,0.63
20170418   ,0.07   ,0.28   ,0.41  ,-0.35  ,-0.19  ,-0.15
